framework_id,name,also_known_as,jurisdiction,region,category,type,issuing_body,official_url,source_note,who_must_comply,scope_summary,key_obligations_summary,mandatory_vs_voluntary,certification_or_audit_required,typical_evidence_artifacts,renewal_or_reassessment_cadence,penalties_summary,overlaps_with,subordinate_controls_notes,last_verified_date,research_source_urls
mifid2,Markets in Financial Instruments Directive II,MiFID II; Directive 2014/65/EU,European Union,EU,financial,regulation,European Union,https://eur-lex.europa.eu/eli/dir/2014/65/oj,"EU investment services regime including recordkeeping, communications retention, and conduct rules","Investment firms, credit institutions providing investment services, and trading venues operating in the EU, plus vendors supporting their recordkeeping.","Covers investment services and activities in financial instruments, including client communications, order handling, trading and reporting.","Requires recording and retention of telephone conversations and electronic communications relating to orders, generally for five years and up to seven years if requested by a competent authority. Firms must meet best execution, product governance, suitability and appropriateness, transaction reporting and cost and charges disclosure requirements. National competent authorities supervise compliance under the directive as transposed.",mandatory,sometimes,communications recording and archives|order and transaction records|best execution policy and monitoring reports|product governance documentation|suitability assessments|retention configuration evidence,"continuous; record retention generally 5 years, extendable to 7 years on request","Penalties are set by member states, with the directive requiring minimum maximum administrative fines including at least 5 million euro for legal persons in specified cases; national laws frequently set higher amounts.",finra-rules|dora|basel3,"Obligations flow from the directive, MiFIR and delegated regulations rather than a control catalog.",2026-08-20,https://eur-lex.europa.eu/eli/dir/2014/65/oj|https://www.esma.europa.eu/policy-rules/mifid-ii-and-mifir
basel3,Basel III,Basel III framework; Basel Committee capital and liquidity standards,Global,Global,financial,framework,"Basel Committee on Banking Supervision, BIS",https://www.bis.org/bcbs/basel3.htm,"International bank capital, leverage, and liquidity standards implemented through national regulation","Internationally active banks, as implemented by national banking regulators; not directly applicable to non-bank technology companies.","Covers bank regulatory capital, leverage, liquidity and risk-weighted asset calculation, including operational risk capital.","Sets minimum risk-based capital and leverage ratios, liquidity coverage and net stable funding requirements, and buffers such as the countercyclical and capital conservation buffers. The finalized reforms revise credit, market and operational risk measurement, including a standardized operational risk approach that uses loss history. Requirements bind only as implemented in national law and supervisory rules.",mandatory,sometimes,regulatory capital calculations|risk-weighted asset models and documentation|liquidity reporting|ICAAP and stress test results|supervisory reporting returns|operational loss data,continuous; regulatory reporting quarterly with annual supervisory review,"No penalty from the Basel Committee, which sets standards; national regulators impose capital add-ons, restrictions on distributions and enforcement actions.",mifid2|dora|ffiec-it-handbook,"Pillar 1 minimum requirements, Pillar 2 supervisory review and Pillar 3 disclosure, with separate credit, market, operational and liquidity components.",2026-08-20,https://www.bis.org/bcbs/basel3.htm|https://www.bis.org/bcbs/publ/d424.htm
eu-dsa,Digital Services Act,DSA; Regulation (EU) 2022/2065,European Union,EU,industry,regulation,European Union,https://eur-lex.europa.eu/eli/reg/2022/2065/oj,"Obligations for online intermediaries and platforms on notice-and-action, transparency, and systemic risk","Providers of intermediary services offered to users in the EU, including hosting services, online platforms, marketplaces and designated very large online platforms and search engines.","Applies by service tier, with cumulative duties for intermediaries, hosting providers, online platforms and very large platforms or search engines with over 45 million monthly EU users.","Requires transparent terms, notice and action mechanisms, statements of reasons for content decisions, internal complaint handling and out-of-court dispute settlement, plus points of contact and legal representatives. Online platforms face additional duties on trader traceability, advertising transparency, protection of minors and dark pattern prohibitions, while designated very large platforms must conduct systemic risk assessments, independent audits and data access for researchers. Micro and small enterprises are exempt from several platform-specific obligations.",mandatory,sometimes,terms of service|notice and action workflow records|statements of reasons and DSA transparency database submissions|transparency reports|systemic risk assessment and audit reports for designated services|advertising repository,annual transparency reporting; annual independent audits for very large platforms,"Fines up to 6 percent of annual worldwide turnover for infringements, with periodic penalty payments and, for very large services, supervisory fees and Commission enforcement.",eu-dma|gdpr|eu-data-act,Obligations are layered by service category rather than organized into control families.,2026-08-20,https://eur-lex.europa.eu/eli/reg/2022/2065/oj|https://digital-strategy.ec.europa.eu/en/policies/digital-services-act-package
eu-dma,Digital Markets Act,DMA; Regulation (EU) 2022/1925,European Union,EU,industry,regulation,European Union,https://eur-lex.europa.eu/eli/reg/2022/1925/oj,Ex ante obligations for designated gatekeeper core platform services,"Undertakings designated by the European Commission as gatekeepers operating core platform services, and, indirectly, business users that rely on them.","Covers designated core platform services such as app stores, search engines, social networks, messaging, operating systems and advertising services meeting quantitative thresholds.","Imposes ex ante obligations on gatekeepers including interoperability, data portability, restrictions on self-preferencing and on combining personal data across services without consent, and fair access terms for business users. Gatekeepers must notify designation-relevant thresholds, submit compliance reports and inform the Commission of intended acquisitions. Most companies are affected as business users rather than as regulated gatekeepers.",mandatory,no,designation notification|annual compliance report|data portability and interoperability documentation|consent records for data combination|contractual terms for business users,annual compliance reporting,"Fines up to 10 percent of total worldwide turnover, rising to 20 percent for repeated infringements, plus periodic penalty payments and structural remedies for systematic non-compliance.",eu-dsa|gdpr|eu-data-act,"Obligations are set out in Articles 5, 6 and 7 for designated gatekeepers rather than as a control catalog.",2026-08-20,https://eur-lex.europa.eu/eli/reg/2022/1925/oj|https://digital-markets-act.ec.europa.eu/index_en
eu-data-act,EU Data Act,Data Act; Regulation (EU) 2023/2854,European Union,EU,industry,regulation,European Union,https://eur-lex.europa.eu/eli/reg/2023/2854/oj,"Rules on access to connected-product data, cloud switching, and unfair data contract terms","Manufacturers and providers of connected products and related services in the EU, data holders, and providers of data processing services such as cloud and edge providers.","Covers access to and sharing of data generated by connected products and related services, cloud switching, unfair data-sharing contract terms and international access safeguards.","Requires connected products and related services to be designed so that data is accessible to users, and data holders to share data with users and, on request, with third parties on fair, reasonable and non-discriminatory terms. Cloud and edge providers must remove switching charges on the statutory timeline, provide contractual switching terms with defined transition periods, and support functional equivalence or export of exportable data. It also invalidates unfair unilaterally imposed data contract terms and adds safeguards against unlawful third-country access. Most obligations apply from 12 September 2025.",mandatory,no,data access documentation|standard contractual terms for data sharing|switching and exit procedures|charge removal evidence|contract templates|international transfer safeguards,continuous; contract reviews on renewal and on regulatory milestones,"Penalties are set by member states and must be effective, proportionate and dissuasive; GDPR fine levels apply where personal data obligations overlap.",gdpr|eu-dsa|eu-dma|ehds,"Chapters cover business-to-consumer and business-to-business data sharing, unfair terms, public body access, cloud switching and interoperability.",2026-08-20,https://eur-lex.europa.eu/eli/reg/2023/2854/oj|https://digital-strategy.ec.europa.eu/en/policies/data-act
eu-accessibility-act,European Accessibility Act,EAA; Directive (EU) 2019/882,European Union,EU,industry,regulation,European Union,https://eur-lex.europa.eu/eli/dir/2019/882/oj,Accessibility requirements for products and services including e-commerce and consumer digital services,"Economic operators placing in-scope products or providing in-scope services on the EU market, including e-commerce, e-books, banking services, transport and telecom services.","Covers listed products and services supplied to consumers in the EU, with microenterprise exemptions for services and disproportionate burden assessments.","Requires in-scope products and services to meet functional accessibility requirements, documented in technical documentation or an accessibility statement. Conformity is presumed where harmonized standards such as EN 301 549 are met. Requirements apply from 28 June 2025, with transitional periods for some services and self-service terminals, and enforcement is by designated national authorities.",mandatory,sometimes,accessibility statement|technical documentation|EN 301 549 conformance evidence|disproportionate burden assessment|test results|remediation plan,continuous; documentation updated on material change,"Penalties are set by each member state and must be effective, proportionate and dissuasive; amounts vary by country.",wcag|ada|section-508,"Functional accessibility requirements in the annexes, with EN 301 549 providing the harmonized technical criteria that reference WCAG.",2026-08-20,https://eur-lex.europa.eu/eli/dir/2019/882/oj|https://ec.europa.eu/social/main.jsp?catId=1202
csrd,Corporate Sustainability Reporting Directive,CSRD; Directive (EU) 2022/2464; ESRS,European Union,EU,industry,regulation,European Union,https://eur-lex.europa.eu/eli/dir/2022/2464/oj,Mandatory sustainability reporting under the European Sustainability Reporting Standards,"Large EU companies and listed SMEs meeting size thresholds, plus certain non-EU parent companies with substantial EU turnover and an EU subsidiary or branch.","Covers sustainability reporting on environmental, social and governance matters using a double materiality assessment across the company's own operations and value chain.","Requires reporting under the European Sustainability Reporting Standards in the management report, tagged in a digital format, and subject to limited assurance by an auditor or independent assurance provider. Companies must perform a double materiality assessment covering impacts, risks and opportunities. Application is phased, and the 2025 stop-the-clock directive postponed reporting for the second and third waves by two years while scope simplification is negotiated.",mandatory,yes,double materiality assessment|ESRS disclosures in the management report|value chain data collection records|assurance report|digital tagging (ESEF) files|internal control documentation,annual,"Penalties are set by member states and vary, and can include administrative fines, public statements and, in some jurisdictions, director liability.",sasb-standards|gri-standards|ifrs-s1-s2|iso14001,"European Sustainability Reporting Standards comprising cross-cutting standards plus environmental, social and governance topical standards.",2026-08-20,https://eur-lex.europa.eu/eli/dir/2022/2464/oj|https://www.efrag.org/en/sustainability-reporting
pipeda,Personal Information Protection and Electronic Documents Act,PIPEDA,Canada,Canada,privacy,law,Office of the Privacy Commissioner of Canada,https://www.priv.gc.ca/en/privacy-topics/privacy-laws-in-canada/the-personal-information-protection-and-electronic-documents-act-pipeda/,Canadian federal private-sector privacy law; some provinces have substantially similar regimes,"Private-sector organizations that collect, use or disclose personal information in the course of commercial activities in Canada, or that transfer such data across provincial or national borders.","Applies to commercial personal information handling in Canada, except in provinces with substantially similar private-sector laws such as Quebec, Alberta and British Columbia for intra-provincial activity.","Requires compliance with ten fair information principles including accountability, identifying purposes, consent, limiting use and retention, safeguards and openness. Organizations must appoint a privacy officer, respond to access requests, and report breaches of security safeguards involving real risk of significant harm to the Privacy Commissioner and affected individuals. Accountability is retained when personal information is transferred to third-party processors, including across borders.",mandatory,no,privacy policy|consent records|access request log|breach records and reports|vendor contracts|safeguards documentation,continuous; program review commonly annual,"Fines up to 100,000 Canadian dollars per offence for specified violations such as obstructing an investigation or breach-reporting failures; the Commissioner may also publish findings and seek Federal Court orders.",quebec-law-25|casl|gdpr,Built on the ten fair information principles in Schedule 1 rather than a technical control catalog.,2026-08-20,https://www.priv.gc.ca/en/privacy-topics/privacy-laws-in-canada/the-personal-information-protection-and-electronic-documents-act-pipeda/|https://laws-lois.justice.gc.ca/eng/acts/P-8.6/
quebec-law-25,Quebec Law 25,Law 25; Bill 64; Act respecting the protection of personal information in the private sector,Canada - Quebec,Canada,privacy,law,Commission d'acces a l'information du Quebec,https://www.legisquebec.gouv.qc.ca/en/document/cs/P-39.1,"Quebec private-sector privacy regime modernized by Law 25, including portability and privacy-by-default duties","Private-sector enterprises that collect, hold, use or communicate personal information of people in Quebec, and public bodies under parallel rules.","Applies to personal information handled by enterprises carrying on business in Quebec, including data processed outside Quebec on their behalf.","Requires designation of a person in charge of protection of personal information, privacy impact assessments for information system projects and cross-border transfers, and confidentiality by default for technology products and services. Enterprises must report confidentiality incidents presenting a risk of serious injury to the Commission d'acces a l'information and affected individuals, and honor rights including access, correction, de-indexing and, since 2024, data portability. Consent rules are strict, with specific requirements for sensitive information and for profiling or location technologies.",mandatory,no,privacy policy|privacy impact assessments|incident register|consent records|transfer assessments|governance policies,continuous; assessments per project and on material change,"Administrative monetary penalties up to 10 million Canadian dollars or 2 percent of worldwide turnover, and penal fines up to 25 million Canadian dollars or 4 percent of worldwide turnover, with a private right of action for punitive damages.",pipeda|gdpr|casl,"Obligations are structured by statutory sections covering governance, consent, rights, incidents and transfers.",2026-08-20,https://www.legisquebec.gouv.qc.ca/en/document/cs/P-39.1|https://www.cai.gouv.qc.ca/
casl,Canada's Anti-Spam Legislation,CASL,Canada,Canada,privacy,law,Government of Canada; CRTC,https://ised-isde.canada.ca/site/canada-anti-spam-legislation/en,"Consent, identification, and unsubscribe requirements for commercial electronic messages","Any organization sending commercial electronic messages to recipients in Canada, or installing computer programs on Canadian users' devices.","Applies to commercial electronic messages such as email and SMS sent to or accessed in Canada, and to computer program installation, regardless of sender location.","Requires express or implied consent before sending commercial electronic messages, clear sender identification and contact information, and a working unsubscribe mechanism honored within ten business days. Consent records must be retained and proof of consent rests with the sender. Separate rules govern consent for installing computer programs.",mandatory,no,consent records|suppression list|message templates with identification and unsubscribe|complaint handling records|marketing policy,continuous; implied consent generally expires after defined periods,Administrative monetary penalties up to 1 million Canadian dollars per violation for individuals and 10 million Canadian dollars per violation for organizations.,can-spam|uk-pecr|pipeda,"Requirements are organized around consent, identification and unsubscribe rather than control families.",2026-08-20,https://ised-isde.canada.ca/site/canada-anti-spam-legislation/en|https://crtc.gc.ca/eng/internet/anti.htm
lgpd,Lei Geral de Protecao de Dados,LGPD; Brazilian General Data Protection Law; Lei 13.709/2018,Brazil,LATAM,privacy,law,Autoridade Nacional de Protecao de Dados (ANPD),https://www.gov.br/anpd/pt-br,Brazil's GDPR-inspired data protection law enforced by the ANPD,"Organizations that process personal data in Brazil, offer goods or services in Brazil, or process data collected in Brazil, regardless of where they are based.","Applies to processing of personal data of individuals in Brazil by controllers and operators, in physical or digital form, with limited exceptions such as purely personal or journalistic use.","Requires a legal basis from the statutory list, transparency, and support for data subject rights including confirmation, access, correction, anonymization, portability and deletion. Controllers must appoint a data protection officer, keep records of processing, adopt security and governance measures, and report security incidents to the ANPD and affected individuals within a deadline set by regulation. International transfers require adequacy, contractual instruments approved by the ANPD or another statutory basis.",mandatory,no,privacy notice|records of processing|legitimate interest assessment|DPIA (RIPD)|DPO appointment|incident reports|international transfer contracts,continuous; assessments reviewed on material change,"Administrative fines up to 2 percent of Brazilian group revenue for the prior fiscal year, capped at 50 million Brazilian reais per infringement, plus daily fines, publication and processing restrictions.",gdpr|pipeda|au-privacy-act,"Structured by statutory chapters covering legal bases, rights, controller and operator duties, security, transfers and enforcement.",2026-08-20,https://www.gov.br/anpd/pt-br|https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13709.htm
au-privacy-act,Australia Privacy Act 1988,Australian Privacy Principles; APPs; Privacy Act,Australia,APAC,privacy,law,Office of the Australian Information Commissioner,https://www.oaic.gov.au/privacy/privacy-legislation/the-privacy-act,Australian federal privacy regime built on the 13 Australian Privacy Principles; subject to ongoing reform,"Australian government agencies and private-sector organizations with annual turnover above 3 million Australian dollars, plus smaller entities in categories such as health service providers and those trading in personal information.","Applies to handling of personal information by APP entities, including overseas entities carrying on business in Australia and collecting Australian personal information.","Requires compliance with the thirteen Australian Privacy Principles covering open and transparent management, collection, use and disclosure, direct marketing, cross-border disclosure, data quality, security, access and correction. Entities must have a clearly expressed and up-to-date privacy policy and take reasonable steps to protect and destroy or de-identify information. Eligible data breaches must be assessed and notified to the OAIC and affected individuals under the Notifiable Data Breaches scheme.",mandatory,no,privacy policy|APP compliance assessment|collection notices|breach assessment and notifications|overseas disclosure records|security controls documentation,continuous; policy and program review commonly annual,"Civil penalties for serious or repeated interferences with privacy of up to the greater of 50 million Australian dollars, three times the benefit obtained, or 30 percent of adjusted turnover in the relevant period.",essential-eight|nz-privacy-act|gdpr,"Thirteen Australian Privacy Principles, supported by the Notifiable Data Breaches scheme and OAIC guidance.",2026-08-20,https://www.oaic.gov.au/privacy/privacy-legislation/the-privacy-act|https://www.oaic.gov.au/privacy/australian-privacy-principles
nz-privacy-act,New Zealand Privacy Act 2020,NZ Privacy Act; Information Privacy Principles,New Zealand,APAC,privacy,law,Office of the Privacy Commissioner (New Zealand),https://www.privacy.org.nz/privacy-act-2020/,New Zealand privacy regime with information privacy principles and mandatory breach notification,"Any agency, including overseas businesses carrying on business in New Zealand, that handles personal information about identifiable individuals.","Applies to collection, use, disclosure, storage and access of personal information by agencies in New Zealand, including foreign entities operating there.","Requires compliance with the information privacy principles covering purpose, source, collection notice, security, access, correction, accuracy, retention, use, disclosure, unique identifiers and cross-border disclosure. Privacy breaches causing or likely to cause serious harm must be notified to the Privacy Commissioner and affected individuals as soon as practicable. Disclosures to overseas recipients require comparable safeguards under principle 12.",mandatory,no,privacy statement|breach assessment and notification records|access request log|overseas disclosure safeguards|security documentation,continuous; program review commonly annual,"Fines up to 10,000 New Zealand dollars for specified offences such as failing to notify a notifiable breach; the Human Rights Review Tribunal can award damages for interference with privacy.",au-privacy-act|gdpr,Thirteen information privacy principles plus breach notification duties.,2026-08-20,https://www.privacy.org.nz/privacy-act-2020/|https://www.legislation.govt.nz/act/public/2020/0031/latest/LMS23223.html
pipl-china,Personal Information Protection Law of China,PIPL,China,APAC,privacy,law,National People's Congress; Cyberspace Administration of China,http://www.npc.gov.cn/npc/c2/c30834/202108/t20210820_313088.html,China's comprehensive personal information law including cross-border transfer mechanisms; official NPC text in Chinese,"Organizations handling personal information of individuals in China, including foreign entities that process such data to provide products or services to them or to analyze their behavior.","Applies to personal information handling activities within China and, extraterritorially, to specified processing of Chinese residents' data outside China.","Requires a lawful basis, usually separate consent for sensitive personal information, cross-border transfers and disclosure to third parties, plus transparency and individual rights including access, correction, deletion and portability. Handlers must conduct personal information protection impact assessments, keep records and, above thresholds, appoint a protection officer and a domestic representative. Cross-border transfers require a CAC security assessment, CAC standard contract filing or certification, subject to current CAC exemption rules.",mandatory,sometimes,consent records|privacy notice|personal information protection impact assessment|cross-border transfer filing or assessment|processing records|security measures documentation,continuous; compliance audits required periodically under CAC rules,"Fines up to 50 million Chinese yuan or 5 percent of prior-year turnover for serious violations, plus business suspension, license revocation and personal liability for responsible individuals.",china-csl|china-dsl|gdpr,"Structured by statutory chapters on handling rules, sensitive data, cross-border provision, individual rights and handler obligations.",2026-08-20,https://www.gov.cn/xinwen/2021-08/20/content_5632486.htm|https://www.cac.gov.cn/
china-csl,Cybersecurity Law of China,CSL; China Cybersecurity Law,China,APAC,security,law,National People's Congress; Cyberspace Administration of China,http://www.cac.gov.cn/2016-11/07/c_1119867116.htm,"Foundational Chinese cybersecurity statute covering network operators, MLPS, and data localization; official CAC text in Chinese","Network operators in China, including most companies operating IT systems there, and operators of critical information infrastructure.","Applies to construction, operation, maintenance and use of networks in mainland China, with heightened duties for critical information infrastructure operators.","Requires tiered network security protection under the Multi-Level Protection Scheme, real-name registration for certain services, incident response and reporting, and retention of network logs for at least six months. Critical information infrastructure operators face procurement security reviews, annual assessments and data localization for personal information and important data. Compliance frequently requires in-country hosting and Chinese-language documentation.",mandatory,sometimes,MLPS grading and filing records|security policies|log retention evidence|incident reports|assessment reports|localization architecture documentation,continuous; annual assessments for critical information infrastructure,"Fines on entities commonly up to 1 million Chinese yuan for serious violations, with additional fines on responsible individuals, service suspension and license revocation.",pipl-china|china-dsl|nis2,Implemented largely through the Multi-Level Protection Scheme grades and supporting national standards.,2026-08-20,https://www.gov.cn/xinwen/2016-11/07/content_5129723.htm|https://www.cac.gov.cn/
china-dsl,Data Security Law of China,DSL; China Data Security Law,China,APAC,security,law,National People's Congress,http://www.npc.gov.cn/npc/c2/c30834/202106/t20210610_311888.html,"Data classification, important data, and cross-border data provision rules for activities in China; official NPC text in Chinese","Organizations carrying out data processing activities in China, and in some cases outside China where activities harm Chinese national security or public interest.","Applies to all data, not only personal information, with heightened duties for important data and national core data.","Requires a data classification and protection system, risk assessments for important data handlers with reports to regulators, and security management responsibilities across the data lifecycle. Cross-border provision of important data requires security assessment, and providing data to foreign law enforcement requires Chinese government approval. Sector regulators define important data catalogs.",mandatory,sometimes,data classification inventory|important data risk assessment reports|security management policies|cross-border assessment filings|incident records,continuous; risk assessments at least annually for important data handlers,"Fines up to 10 million Chinese yuan for the most serious violations such as unlawful provision of national core data, plus business suspension and license revocation.",pipl-china|china-csl,"Structured around data classification tiers, including important data and national core data, with sector catalogs.",2026-08-20,https://www.gov.cn/xinwen/2021-06/11/content_5616919.htm|https://www.cac.gov.cn/
pdpa-singapore,Personal Data Protection Act (Singapore),PDPA Singapore; SG PDPA,Singapore,APAC,privacy,law,Personal Data Protection Commission Singapore,https://www.pdpc.gov.sg/overview-of-pdpa/the-legislation/personal-data-protection-act,"Singapore consent, purpose limitation, accountability, and breach notification regime","Private-sector organizations that collect, use or disclose personal data in Singapore, including foreign organizations with Singapore data processing.","Applies to personal data of individuals handled by organizations in Singapore, excluding public agencies and, for most obligations, employees acting for their organization.","Requires consent or an applicable exception, notification of purposes, and compliance with obligations covering accuracy, protection, retention limitation, access and correction, and transfer limitation. Organizations must appoint a Data Protection Officer and register the contact details, and must notify the PDPC and affected individuals of notifiable data breaches, generally within three calendar days of assessment. Do Not Call provisions apply to marketing messages to Singapore telephone numbers.",mandatory,no,data protection policy|DPO appointment|consent and notification records|breach assessment and notification|transfer contracts|Do Not Call screening records,continuous; policy review commonly annual,"Financial penalties up to 10 percent of annual turnover in Singapore or 1 million Singapore dollars, whichever is higher, for data protection breaches.",pdpa-thailand|gdpr|appi-japan,"Obligations are grouped into consent, notification, purpose limitation, accuracy, protection, retention, transfer, access and accountability duties.",2026-08-20,https://www.pdpc.gov.sg/overview-of-pdpa/the-legislation/personal-data-protection-act|https://www.pdpc.gov.sg/
pdpa-thailand,Personal Data Protection Act (Thailand),Thailand PDPA; PDPA B.E. 2562,Thailand,APAC,privacy,law,Personal Data Protection Committee (Thailand),https://www.pdpc.or.th/,"Thailand's GDPR-influenced data protection law enforced by the Thai PDPC; regulator site blocks automated requests, confirm content manually","Data controllers and processors handling personal data of people in Thailand, including entities outside Thailand offering goods or services to or monitoring people there.","Applies to collection, use and disclosure of personal data in Thailand, with extraterritorial reach for offering goods or services to, or monitoring behavior of, individuals in Thailand.","Requires a lawful basis, explicit consent for sensitive personal data, privacy notices and support for data subject rights including access, portability, erasure and objection. Controllers must maintain records of processing activities, implement security measures and notify the Office of the PDPC of personal data breaches within 72 hours where feasible. A data protection officer and a local representative are required in specified cases, and cross-border transfers need adequate protection or an approved mechanism.",mandatory,no,privacy notice|consent records|records of processing|DPO appointment|breach notifications|transfer safeguards|security policies,continuous; program review commonly annual,"Administrative fines up to 5 million Thai baht, plus civil liability including punitive damages and criminal penalties for specified sensitive-data violations.",pdpa-singapore|gdpr,"Structured by statutory chapters on lawful bases, rights, controller and processor duties, transfers and enforcement.",2026-08-20,https://www.pdpc.or.th/|https://www.mdes.go.th/
appi-japan,Act on the Protection of Personal Information,APPI; Japan APPI,Japan,APAC,privacy,law,Personal Information Protection Commission (Japan),https://www.ppc.go.jp/en/legal/,"Japan's personal information protection law, adequacy-recognized by the European Commission",Personal information handling business operators in Japan and foreign businesses that handle personal information of people in Japan in connection with supplying goods or services.,"Applies to handling of personal information, pseudonymously processed information and anonymously processed information by business operators, with extraterritorial application.","Requires specification and notification of utilization purposes, limits on use and third-party provision, security control measures and records for third-party transfers. Operators must respond to disclosure, correction and cessation requests, and must report leaks that risk individual rights to the Personal Information Protection Commission and notify affected individuals. Cross-border transfers require consent with prescribed information, an adequacy finding or equivalent safeguards with ongoing verification.",mandatory,no,privacy policy|purpose notifications|transfer records|security control measures documentation|breach reports|consent records,continuous; the APPI is reviewed by the PPC roughly every three years,"Fines up to 100 million Japanese yen for corporations for specified violations such as failing to comply with a PPC order, plus penalties for individuals.",pdpa-singapore|pipa-korea|gdpr,"Obligations are organized by statutory duties covering purpose, acquisition, security, third-party provision, cross-border transfer and individual rights.",2026-08-20,https://www.ppc.go.jp/en/legal/|https://www.ppc.go.jp/en/
pipa-korea,Personal Information Protection Act (Korea),PIPA Korea; K-PIPA,South Korea,APAC,privacy,law,Personal Information Protection Commission (Korea),https://www.pipc.go.kr/eng/,South Korea's comprehensive privacy law with strict consent and cross-border transfer rules,"Any personal information controller in Korea, public or private, and overseas entities processing Korean residents' personal data in scope of the Act.","Applies to processing of personal information of Korean data subjects, including pseudonymized data rules and specific provisions for overseas transfers.","Requires a specific legal basis, typically granular consent, privacy notices, and support for rights including access, correction, deletion and suspension of processing. Controllers must appoint a privacy officer, implement prescribed technical and administrative safeguards, and report data breaches to the PIPC and affected individuals within statutory deadlines. Overseas transfers require consent or another listed basis, and the PIPC can order transfer suspension.",mandatory,sometimes,consent records|privacy notice|privacy officer designation|safeguard measures documentation|breach reports|overseas transfer documentation|impact assessments,continuous; privacy impact assessments and audits per regulation,"Administrative fines up to 3 percent of total related revenue for serious violations, plus penalty surcharges and criminal penalties for specified breaches.",k-isms-p|appi-japan|gdpr,Statutory duties plus enforcement decree safeguards; the ISMS-P certification scheme is often used as supporting evidence.,2026-08-20,https://www.pipc.go.kr/eng/|https://www.law.go.kr/LSW/eng/engMain.do
india-dpdp,"Digital Personal Data Protection Act, 2023",DPDP Act; DPDPA India,India,APAC,privacy,law,Ministry of Electronics and Information Technology (India),https://www.meity.gov.in/data-protection-framework,India's consent-based personal data law; implementation via DPDP Rules is phased,"Data fiduciaries processing digital personal data within India, and those outside India processing such data in connection with offering goods or services to people in India.","Applies to digital personal data, including data digitized after collection, with exemptions for certain government processing and publicly available data.","Requires clear notice and consent or a legitimate use basis, appointment of a consent manager where used, and honoring rights to access, correction, erasure and grievance redressal. Data fiduciaries must implement reasonable security safeguards, notify the Data Protection Board and affected data principals of breaches, and observe additional duties for children's data. Significant data fiduciaries face extra obligations including a data protection officer in India, independent audits and impact assessments, with timelines set by the DPDP Rules.",mandatory,sometimes,consent notices and records|privacy notice|breach notifications|security safeguards documentation|DPIA and audit reports for significant data fiduciaries|grievance records,continuous; annual independent audit for significant data fiduciaries,"Financial penalties up to 2.5 billion Indian rupees per specified breach, including up to 2.5 billion rupees for failure to take reasonable security safeguards.",gdpr|pdpa-singapore,"Obligations are set by statute and the DPDP Rules, with heightened duties for significant data fiduciaries rather than a control catalog.",2026-08-20,https://www.meity.gov.in/data-protection-framework|https://www.meity.gov.in/
popia,Protection of Personal Information Act,POPIA; POPI Act,South Africa,MEA,privacy,law,Information Regulator (South Africa),https://inforegulator.org.za/,South Africa's data protection law enforced by the Information Regulator,"Public and private bodies that process personal information of data subjects in South Africa, including juristic persons.","Applies to processing of personal information entered in a record by or for a responsible party domiciled in South Africa, or using means in South Africa.","Requires compliance with eight conditions for lawful processing covering accountability, processing limitation, purpose specification, further processing limitation, information quality, openness, security safeguards and data subject participation. Responsible parties must register an Information Officer with the Information Regulator, maintain security measures and notify the Regulator and data subjects of security compromises. Special personal information and children's data require additional authorization, and cross-border transfers require a listed basis.",mandatory,no,PAIA and privacy manual|Information Officer registration|processing records|security safeguards documentation|breach notifications|operator agreements,continuous; program review commonly annual,Administrative fines up to 10 million South African rand and criminal penalties including imprisonment of up to ten years for the most serious offences.,gdpr|nigeria-ndpa,"Eight conditions for lawful processing, supported by regulations and Information Regulator guidance.",2026-08-20,https://inforegulator.org.za/|https://www.gov.za/documents/protection-personal-information-act
nigeria-ndpa,Nigeria Data Protection Act 2023,NDPA; NDP Act,Nigeria,MEA,privacy,law,Nigeria Data Protection Commission,https://ndpc.gov.ng/,Nigerian data protection statute signed June 2023; implemented through the 2025 General Application and Implementation Directive,"Data controllers and processors processing personal data of data subjects in Nigeria, including foreign entities processing such data.","Applies to processing of personal data where the controller or processor is in Nigeria, processes Nigerian residents' data, or targets people in Nigeria.","Requires a lawful basis, transparency, and support for data subject rights including access, rectification, erasure and objection. Controllers and processors of major importance must register with the Nigeria Data Protection Commission, appoint a data protection officer and conduct compliance audits. Security breaches must be reported to the Commission within 72 hours, and cross-border transfers require an adequacy determination or another statutory basis.",mandatory,sometimes,privacy policy|registration with the NDPC|DPO appointment|compliance audit report|breach notifications|processing records|transfer documentation,annual compliance audit filing for controllers of major importance,"Penalties up to the greater of 10 million Nigerian naira and 2 percent of annual gross revenue for data controllers of major importance, with lower tiers for others.",popia|gdpr,Obligations are structured by statutory principles plus the General Application and Implementation Directive.,2026-08-20,https://ndpc.gov.ng/|https://ndpc.gov.ng/Files/Nigeria_Data_Protection_Act_2023.pdf
